Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average
08/29/2021,35,WI,0,6454213,8973,0,3429080,4488,Admin,0,8973,0,3157522,3900
08/29/2021,35,KS,0,2902155,4816,0,1617840,2299,Admin,0,4817,0,1352517,2268
08/29/2021,35,NC,36766,10428500,30942,19004,5878330,17216,Report,36766,30942,15498,4843999,12254
08/29/2021,35,OR,0,4959522,6284,0,2683039,3574,Admin,0,6284,0,2436020,2381
08/29/2021,35,TN,623,6260373,18312,258,3430942,9617,Report,623,18312,322,2833047,6761
08/29/2021,35,VI,9,94650,332,0,52580,126,Report,9,332,21,42342,209
08/29/2021,35,NJ,21610,10969246,23156,10241,6012365,11079,Report,21610,23156,9867,5441259,10625
08/29/2021,35,PR,16944,4224421,11425,10774,2341218,7338,Report,16944,11425,5738,2005132,3957
08/29/2021,35,MI,17918,10167391,14514,7798,5380459,6426,Report,17918,14514,8114,5034646,6505
08/29/2021,35,MD,0,7579595,10755,0,4089244,5049,Admin,0,10756,0,3695130,4728
08/29/2021,35,MP,0,66514,141,0,34833,50,Admin,0,141,0,32224,81
08/29/2021,35,NM,8798,2635135,6954,4599,1445166,3506,Report,8798,6954,3165,1255176,2801
08/29/2021,35,FL,0,24748548,51338,0,13832479,21257,Admin,0,51338,0,11432623,24308
08/29/2021,35,LTC,1032,7931034,1084,813,4690962,810,Report,1032,1084,0,0,0
08/29/2021,35,MO,12203,5934827,16540,4820,3271702,6896,Report,12203,16540,6548,2759476,8466
08/29/2021,35,CA,130757,47870018,100928,63717,27156250,49856,Report,130757,100928,57650,22007910,43683
08/29/2021,35,MS,695,2447362,9581,428,1375316,4975,Report,695,9581,404,1122793,4019
08/29/2021,35,MO,0,5934827,11200,0,3271702,4685,Admin,0,11200,0,2803949,5768
08/29/2021,35,AL,24575,4097445,25900,11783,2369063,11767,Report,24575,25900,10414,1860445,11265
08/29/2021,35,RI,0,1389773,1494,0,749962,742,Admin,0,1494,0,681981,643
08/29/2021,35,CO,0,6801408,9327,0,3661176,3901,Admin,0,9328,0,3284302,4039
08/29/2021,35,TX,97747,30027551,102787,40953,16912508,48404,Report,97747,102787,45968,13686139,44492
08/29/2021,35,IN,15299,6398557,12865,8302,3387070,6754,Report,15299,12865,6079,3107387,5260
08/29/2021,35,VA,0,10199882,12418,0,5550454,6002,Admin,0,12418,0,4868835,5364
08/29/2021,35,AR,0,2784921,6993,0,1601474,2682,Admin,0,6994,0,1244504,3912
08/29/2021,35,WV,0,1512950,992,0,840270,432,Admin,0,992,0,705270,236
08/29/2021,35,MT,0,1019130,1131,0,558577,619,Admin,0,1131,0,490880,431
08/29/2021,35,ND,2179,697162,1505,1147,384859,824,Report,2179,1505,809,317412,541
08/29/2021,35,LA,23206,4194490,19875,8751,2346898,8303,Report,23206,19875,13007,1926000,10430
08/29/2021,35,NC,0,10428500,19730,0,5878330,10916,Admin,0,19731,0,4892252,8213
08/29/2021,35,MA,10968,9448906,11616,4876,5176031,5563,Report,10968,11616,4746,4535474,5059
08/29/2021,35,SC,20221,4784703,15228,10744,2661154,7955,Report,20221,15228,7810,2219966,6057
08/29/2021,35,KY,0,4534547,9555,0,2524083,5311,Admin,0,9556,0,2154347,3710
08/29/2021,35,WA,0,9469153,13019,0,5150079,7510,Admin,0,13019,0,4573049,4748
08/29/2021,35,DE,2570,1148553,2605,1243,637055,1232,Report,2570,2605,1107,537021,1148
08/29/2021,35,VA,30022,10199882,18072,13375,5550454,8890,Report,30022,18072,12848,4868886,8916
08/29/2021,35,NV,10019,3191664,8435,4761,1801454,4005,Report,10019,8435,5060,1465862,4139
08/29/2021,35,RP,0,28757,67,0,16416,46,Admin,0,68,0,14579,22
08/29/2021,35,ME,0,1734711,1572,0,953915,928,Admin,0,1573,0,876444,582
08/29/2021,35,TX,1,30027666,67388,0,16912623,30083,Admin,1,67388,1,14049675,30064
08/29/2021,35,US,951864,368863734,886566,443960,204435968,430026,Report,951864,886566,418919,173520211,385512
08/29/2021,35,RI,2594,1389773,2368,1287,749962,1139,Report,2594,2368,1074,684030,1254
08/29/2021,35,NY,0,24284397,38097,0,13093973,20100,Admin,0,38098,0,11691282,17547
08/29/2021,35,AL,0,4097445,13144,0,2369063,6417,Admin,0,13145,0,1817219,5740
08/29/2021,35,NY,52987,24284397,49580,26434,13093973,25790,Report,52987,49580,25545,11655348,22471
08/29/2021,35,LA,1,4194490,14183,0,2346898,5712,Admin,1,14183,1,1962600,7593
08/29/2021,35,CO,18025,6801408,12834,6132,3661176,5502,Report,18025,12834,6397,3270331,5503
08/29/2021,35,OK,0,3810974,9446,0,2137097,4553,Admin,0,9446,0,1750566,4017
08/29/2021,35,GA,0,9717873,11908,0,5386606,6011,Admin,0,11908,0,4365775,5030
08/29/2021,35,KY,16277,4534547,12446,8686,2524083,6809,Report,16277,12446,6363,2159304,4906
08/29/2021,35,MI,0,10167391,9916,0,5380459,4425,Admin,0,9916,0,4933867,4383
08/29/2021,35,OK,16997,3810974,15815,7747,2137097,7642,Report,16997,15815,7418,1725294,6927
08/29/2021,35,WA,23232,9469153,19300,12731,5150079,10859,Report,23232,19300,9051,4570947,7134
08/29/2021,35,MT,263,1019130,1985,134,558577,1084,Report,263,1985,129,490608,734
08/29/2021,35,ME,203,1734711,2850,68,953915,1637,Report,203,2850,44,881977,1047
08/29/2021,35,ID,0,1455970,2325,0,784586,1280,Admin,0,2326,0,695798,871
08/29/2021,35,MH,0,38153,32,0,21123,10,Report,0,32,0,18374,26
08/29/2021,35,AZ,19424,7545639,16540,9817,4187745,8091,Report,19424,16540,8291,3472930,7140
08/29/2021,35,WI,15321,6454213,12931,7749,3429080,5819,Report,15321,12931,6637,3135713,6038
08/29/2021,35,CA,0,47870018,69791,0,27156250,32568,Admin,0,69791,0,22007100,31836
08/29/2021,35,CT,0,4808446,5697,0,2615547,2891,Admin,0,5697,0,2347038,2506
08/29/2021,35,AK,355,726856,1386,218,398982,703,Report,355,1386,141,344466,486
08/29/2021,35,PA,0,15365996,16003,0,8858904,8598,Admin,0,16003,0,7013910,6712
08/29/2021,35,MH,0,38153,21,0,21123,5,Admin,0,21,0,18354,18
08/29/2021,35,WY,168,474129,1030,104,264849,629,Report,168,1030,88,222123,390
08/29/2021,35,AR,14013,2784921,11493,5120,1601474,4729,Report,14013,11493,8011,1246568,6156
08/29/2021,35,WV,315,1512950,1245,163,840270,569,Report,315,1245,223,710137,433
08/29/2021,35,PA,34163,15365996,30292,18073,8858904,16528,Report,34163,30292,14857,7037389,12906
08/29/2021,35,MN,13159,6367197,10913,5056,3467891,4519,Report,13159,10913,6464,3145725,5086
08/29/2021,35,SD,2610,899038,2109,1427,494717,1124,Report,2610,2109,941,433958,830
08/29/2021,35,HI,0,1778621,1781,0,1038733,889,Admin,0,1782,0,774087,788
08/29/2021,35,MP,20,66514,172,0,34833,62,Report,20,172,20,32258,98
08/29/2021,35,AS,0,55576,51,0,30437,23,Admin,0,51,0,25455,27
08/29/2021,35,TN,0,6260373,11036,0,3430942,5904,Admin,0,11036,0,2887947,4076
08/29/2021,35,FM,843,65212,370,676,40725,283,Report,843,370,234,33964,127
08/29/2021,35,GA,1193,9717873,28513,528,5386606,14284,Report,1193,28513,741,4375765,11870
08/29/2021,35,UT,0,3228733,1983,0,1821375,1042,Admin,0,1983,0,1531040,882
08/29/2021,35,NV,0,3191664,5507,0,1801454,2664,Admin,0,5508,0,1479455,2743
08/29/2021,35,HI,3872,1778621,2759,1545,1038733,1191,Report,3872,2759,1469,781012,1007
08/29/2021,35,ID,3919,1455970,3659,2084,784586,2030,Report,3919,3659,1539,698719,1485
08/29/2021,35,LTC,0,7931034,487,0,4690962,362,Admin,0,487,0,3210710,130
08/29/2021,35,RP,475,28757,86,325,16416,65,Report,475,86,155,14693,23
08/29/2021,35,KS,9880,2902155,7817,4794,1617840,3645,Report,9880,7817,4336,1400680,3711
08/29/2021,35,VI,0,94650,257,0,52580,87,Admin,0,258,0,43122,169
08/29/2021,35,AK,0,726856,761,0,398982,401,Admin,0,762,0,347041,258
08/29/2021,35,FM,0,65212,252,0,40725,195,Admin,0,253,0,33797,77
08/29/2021,35,OH,0,11602682,13145,0,6194468,6685,Admin,0,13145,0,5712504,5864
08/29/2021,35,GU,0,212587,118,0,114403,100,Admin,0,118,0,103137,39
08/29/2021,35,US,2,368863734,567825,0,204435968,274398,Admin,2,567825,2,173520211,250978
08/29/2021,35,SC,0,4784703,10629,0,2661154,5620,Admin,0,10629,0,2226636,4121
08/29/2021,35,SD,0,899038,1298,0,494717,713,Admin,0,1299,0,431933,516
08/29/2021,35,MN,0,6367197,7876,0,3467891,3037,Admin,0,7876,0,3134017,3841
08/29/2021,35,NE,0,2059281,2934,0,1102639,1416,Admin,0,2934,0,999862,1369
08/29/2021,35,NE,5519,2059281,4634,2617,1102639,2144,Report,5519,4634,2454,1003492,2125
08/29/2021,35,OH,25357,11602682,19711,12447,6194468,9695,Report,25357,19711,11213,5643211,8568
08/29/2021,35,UT,116,3228733,8676,71,1821375,4600,Report,116,8676,81,1522882,3610
08/29/2021,35,VT,1004,872430,881,469,482345,429,Report,1004,881,377,423111,348
08/29/2021,35,IL,0,14525150,15733,0,8255803,7943,Admin,0,15734,0,6392000,6943
08/29/2021,35,NH,0,1682590,1188,0,898985,765,Admin,0,1189,0,799497,479
08/29/2021,35,PR,0,4224421,4519,0,2341218,3203,Admin,0,4520,0,1991965,1113
08/29/2021,35,AZ,0,7545639,10534,0,4187745,5248,Admin,0,10534,0,3527418,4543
08/29/2021,35,NM,0,2635135,4497,0,1445166,2388,Admin,0,4498,0,1246744,1656
08/29/2021,35,VT,0,872430,384,0,482345,186,Admin,0,384,0,428400,137
08/29/2021,35,CT,9615,4808446,8324,4733,2615547,4284,Report,9615,8324,4050,2347099,3593
08/29/2021,35,IA,55,3289395,5772,36,1771755,2717,Report,55,5772,147,1624417,2653
08/29/2021,35,MD,14196,7574963,14436,6116,4086832,6540,Report,14196,14436,6512,3707664,6184
08/29/2021,35,DE,0,1148553,1445,0,637055,700,Admin,0,1446,0,548983,643
08/29/2021,35,IL,39053,14525150,29684,16472,8255803,13153,Report,39053,29684,13274,6462969,11729
08/29/2021,35,DC,1874,944619,1506,931,521603,775,Report,1874,1506,673,403499,532
08/29/2021,35,OR,11091,4959522,9302,6025,2683039,5264,Report,11091,9302,4422,2443538,3492
08/29/2021,35,WY,0,474129,533,0,264849,328,Admin,0,533,0,224933,201
08/29/2021,35,MA,0,9448906,8049,0,5176031,3830,Admin,0,8050,0,4534897,3489
08/29/2021,35,IA,0,3289395,2827,0,1771755,1333,Admin,0,2828,0,1628085,1269
08/29/2021,35,IN,0,6398557,9007,0,3387070,4848,Admin,0,9008,0,3122405,3718
08/29/2021,35,AS,0,55576,87,0,30437,40,Report,0,87,0,25574,47
08/29/2021,35,ND,0,697162,1332,0,384859,732,Admin,0,1332,0,333268,511
08/29/2021,35,DC,0,946629,899,0,522631,473,Admin,0,900,0,439922,282
08/29/2021,35,MS,0,2447362,3865,0,1375316,1911,Admin,0,3866,0,1118031,1707
08/29/2021,35,NH,1577,1682590,1789,990,898985,1151,Report,1577,1789,617,810512,657
08/29/2021,35,NJ,0,10969246,16740,0,6012365,8025,Admin,0,16741,0,5302431,7404
08/29/2021,35,GU,78,212587,540,4,114403,352,Report,78,540,2,103247,212
08/29/2021,35,FL,93323,24748548,71426,37575,13832479,29532,Report,93323,71426,42863,11305552,33094
08/28/2021,34,MT,2312,1018867,1965,1269,558443,1075,Report,2312,1965,874,490479,726
08/28/2021,34,AK,0,726856,819,0,398982,435,Admin,0,819,0,347041,277
08/28/2021,34,NM,25,2635135,4771,7,1445166,2563,Admin,25,4772,11,1246744,1756
08/28/2021,34,VA,22927,10169860,16670,11374,5537079,8354,Report,22927,16670,9228,4856038,8245
08/28/2021,34,RI,0,1389773,1589,0,749962,781,Admin,0,1589,0,681981,694
08/28/2021,34,TN,25945,6259750,21842,13609,3430684,11520,Report,25945,21842,8868,2832725,7944
08/28/2021,34,ID,0,1455970,2445,0,784586,1346,Admin,0,2446,0,695798,922
08/28/2021,34,MI,0,10167391,10715,0,5380459,4775,Admin,0,10716,0,4933867,4761
08/28/2021,34,AL,28182,4072870,23765,15491,2357280,10807,Report,28182,23765,11684,1850031,10349
08/28/2021,34,MH,0,38153,47,0,21123,21,Report,0,47,0,18374,29
08/28/2021,34,NV,0,3191664,6170,0,1801454,2962,Admin,0,6170,0,1479455,3086
08/28/2021,34,UT,17915,3228617,8670,9260,1821304,4595,Report,17915,8670,7748,1522801,3609
08/28/2021,34,FL,42,24748548,58155,22,13832479,23994,Admin,42,58155,24,11432623,27687
08/28/2021,34,VI,491,94641,334,216,52580,127,Report,491,334,268,42321,209
08/28/2021,34,WV,2107,1512635,1278,982,840107,570,Report,2107,1278,730,709914,431
08/28/2021,34,WA,1,9469153,14167,1,5150079,8205,Admin,1,14167,0,4573049,5134
08/28/2021,34,RP,0,28282,45,0,16091,21,Report,0,45,0,14538,25
08/28/2021,34,TN,0,6260373,12463,0,3430942,6677,Admin,0,12463,0,2887947,4655
08/28/2021,34,CO,8227,6801408,10030,1395,3661176,4211,Admin,8227,10031,1979,3284302,4377
08/28/2021,34,MT,0,1019130,1217,0,558577,671,Admin,0,1217,0,490880,460
08/28/2021,34,NE,6590,2053762,4552,3308,1100022,2107,Report,6590,4552,2916,1001038,2099
08/28/2021,34,AZ,0,7545639,11595,0,4187745,5767,Admin,0,11596,0,3527418,5025
08/28/2021,34,NC,0,10428500,21500,0,5878330,11872,Admin,0,21500,0,4892252,9009
08/28/2021,34,NY,59272,24231410,49351,30672,13067539,26078,Report,59272,49351,27232,11629803,21980
08/28/2021,34,OR,11174,4948431,9248,6294,2677014,5298,Report,11174,9248,4204,2439116,3414
08/28/2021,34,TX,102832,29929804,104181,45532,16871555,49860,Report,102832,104181,44476,13640171,44353
08/28/2021,34,IL,45965,14486097,27951,15907,8239331,12714,Report,45965,27951,12695,6449695,11446
08/28/2021,34,UT,0,3228733,2330,0,1821375,1201,Admin,0,2331,0,1531040,1055
08/28/2021,34,MN,14646,6354038,10812,5861,3462835,4633,Report,14646,10812,6852,3139261,4921
08/28/2021,34,OH,1,11602682,14364,0,6194468,7286,Admin,1,14365,0,5712504,6434
08/28/2021,34,KY,17655,4518270,11812,9926,2515397,6456,Report,17655,11812,6817,2152941,4701
08/28/2021,34,NH,0,1682590,1363,0,898985,868,Admin,0,1363,0,799497,562
08/28/2021,34,AR,11565,2770908,12178,4752,1596354,5102,Report,11565,12178,6172,1238557,6465
08/28/2021,34,DC,2086,942745,1539,1134,520672,802,Report,2086,1539,625,402826,526
08/28/2021,34,SC,17767,4764482,14832,9349,2650410,7841,Report,17767,14832,6631,2212156,5827
08/28/2021,34,CO,15735,6783383,12269,6593,3655044,5523,Report,15735,12269,6961,3263934,5463
08/28/2021,34,MS,0,2447362,4077,0,1375316,2037,Admin,0,4077,0,1118031,1788
08/28/2021,34,LA,24281,4171284,20223,10058,2338147,8765,Report,24281,20223,12570,1912993,10295
08/28/2021,34,WI,15554,6438892,12571,7842,3421331,5543,Report,15554,12571,6871,3129076,5919
08/28/2021,34,PR,0,4224421,4845,0,2341218,3471,Admin,0,4845,0,1991965,1166
08/28/2021,34,FM,29,65212,259,21,40725,197,Admin,29,260,9,33797,82
08/28/2021,34,DC,0,946629,965,0,522631,505,Admin,0,966,0,439922,302
08/28/2021,34,MH,0,38153,21,0,21123,5,Admin,0,21,0,18354,18
08/28/2021,34,MO,18942,5922624,17656,7763,3266882,7394,Report,18942,17656,9890,2752928,9016
08/28/2021,34,GU,241,212509,529,157,114399,351,Report,241,529,78,103245,212
08/28/2021,34,IN,0,6398557,9839,0,3387070,5276,Admin,0,9839,0,3122405,4081
08/28/2021,34,AZ,17662,7526215,16021,8888,4177928,7807,Report,17662,16021,7542,3464639,6939
08/28/2021,34,GA,77111,9716680,28471,38404,5386078,14269,Report,77111,28471,31122,4375024,11899
08/28/2021,34,FL,92884,24655225,82585,38314,13794904,34302,Report,92884,82585,42702,11262689,37742
08/28/2021,34,NV,8012,3181645,8191,3912,1796693,3927,Report,8012,8191,3925,1460802,3961
08/28/2021,34,AK,1537,726501,1359,742,398764,684,Report,1537,1359,420,344325,480
08/28/2021,34,NJ,24703,10947636,23019,11610,6002124,11024,Report,24703,23019,11695,5431392,10552
08/28/2021,34,LTC,0,7931034,491,0,4690962,364,Admin,0,491,0,3210710,132
08/28/2021,34,WY,0,474129,560,0,264849,346,Admin,0,560,0,224933,211
08/28/2021,34,ME,3588,1734508,2884,2063,953847,1673,Report,3588,2884,1312,881933,1063
08/28/2021,34,ID,4037,1452051,3833,2183,782502,2201,Report,4037,3833,1520,697180,1519
08/28/2021,34,MS,628,2446667,9531,336,1374888,4944,Report,628,9531,399,1122389,4012
08/28/2021,34,NH,1562,1681013,1803,1010,897995,1161,Report,1562,1803,635,809895,668
08/28/2021,34,CA,3,47870018,75702,2,27156250,35497,Admin,3,75703,1,22007100,34354
08/28/2021,34,VI,0,94650,257,0,52580,87,Admin,0,258,0,43122,169
08/28/2021,34,IL,1,14525150,17453,1,8255803,8762,Admin,1,17454,0,6392000,7747
08/28/2021,34,MI,18069,10149473,14694,8343,5372661,6530,Report,18069,14694,7632,5026532,6482
08/28/2021,34,NC,33916,10391734,29939,19237,5859326,16932,Report,33916,29939,13104,4828501,11799
08/28/2021,34,ND,0,697162,1345,0,384859,742,Admin,0,1345,0,333268,513
08/28/2021,34,VA,2,10199882,13821,2,5550454,6674,Admin,2,13822,0,4868835,6014
08/28/2021,34,NJ,4919,10969246,18196,2147,6012365,8702,Admin,4919,18197,2466,5302431,8074
08/28/2021,34,WA,20682,9445921,19161,11509,5137348,10837,Report,20682,19161,7681,4561896,7095
08/28/2021,34,ND,2482,694983,1424,1326,383712,792,Report,2482,1424,892,316603,510
08/28/2021,34,LA,0,4194489,15228,0,2346898,6146,Admin,0,15229,0,1962599,8177
08/28/2021,34,MA,0,9448906,8858,0,5176031,4202,Admin,0,8858,0,4534897,3875
08/28/2021,34,AS,14,55576,87,2,30437,40,Report,14,87,12,25574,47
08/28/2021,34,OH,22439,11577325,19481,11287,6182021,9599,Report,22439,19481,9455,5631998,8383
08/28/2021,34,PA,0,15365996,17428,0,8858904,9422,Admin,0,17428,0,7013910,7331
08/28/2021,34,US,61349,368863732,621055,24784,204435968,300014,Admin,61349,621056,30038,173520209,275447
08/28/2021,34,GU,0,212587,122,0,114403,104,Admin,0,122,0,103137,40
08/28/2021,34,RP,0,28757,67,0,16416,46,Admin,0,68,0,14579,22
08/28/2021,34,WV,70,1512950,1003,35,840270,442,Admin,70,1004,32,705270,238
08/28/2021,34,MN,0,6367197,8424,0,3467891,3335,Admin,0,8424,0,3134017,4070
08/28/2021,34,ME,0,1734711,1728,0,953915,1015,Admin,0,1728,0,876444,639
08/28/2021,34,SD,0,899038,1379,0,494717,761,Admin,0,1379,0,431933,549
08/28/2021,34,IA,6897,3289340,5768,3211,1771719,2714,Report,6897,5768,3227,1624270,2645
08/28/2021,34,MO,3610,5934827,12068,1279,3271702,5036,Admin,3610,12069,2004,2803949,6225
08/28/2021,34,HI,826,1778621,1819,344,1038733,909,Admin,826,1819,445,774087,803
08/28/2021,34,VT,1037,871426,928,529,481876,460,Report,1037,928,376,422734,366
08/28/2021,34,FM,0,64369,249,0,40049,186,Report,0,249,6,33730,93
08/28/2021,34,CT,9270,4798831,8301,4721,2610814,4302,Report,9270,8301,4138,2343049,3591
08/28/2021,34,IA,0,3289395,3102,0,1771755,1462,Admin,0,3102,0,1628085,1400
08/28/2021,34,NM,7420,2626337,6612,3664,1440567,3392,Report,7420,6612,2682,1252011,2673
08/28/2021,34,NY,15908,24284397,40542,7420,13093973,21286,Admin,15908,40542,8705,11691282,18729
08/28/2021,34,HI,3733,1774749,2432,1582,1037188,1079,Report,3733,2432,1507,779543,914
08/28/2021,34,RI,2954,1387179,2385,1460,748675,1136,Report,2954,2385,1828,682956,1242
08/28/2021,34,DE,2826,1145983,2245,1293,635812,1058,Report,2826,2245,1223,535914,1001
08/28/2021,34,IN,13913,6383258,12832,7329,3378768,6711,Report,13913,12832,5601,3101308,5268
08/28/2021,34,MA,14407,9437938,11897,6941,5171155,5803,Report,14407,11897,6192,4530728,5120
08/28/2021,34,MP,266,66494,169,96,34833,62,Report,266,169,164,32238,95
08/28/2021,34,CA,113187,47739261,99900,57022,27092533,49733,Report,113187,99900,48217,21950260,42889
08/28/2021,34,KS,8212,2892275,7710,3948,1613046,3575,Report,8212,7710,3884,1396344,3685
08/28/2021,34,OK,0,3810974,10252,0,2137097,4941,Admin,0,10253,0,1750566,4397
08/28/2021,34,MD,16234,7560767,14060,7398,4080716,6463,Report,16234,14060,6946,3701152,5987
08/28/2021,34,AS,0,55576,51,0,30437,23,Admin,0,51,0,25455,27
08/28/2021,34,GA,0,9717873,14201,0,5386606,7136,Admin,0,14202,0,4365775,6060
08/28/2021,34,CT,0,4808446,6065,0,2615547,3091,Admin,0,6066,0,2347038,2676
08/28/2021,34,AL,24,4097445,14389,22,2369063,6997,Admin,24,14389,0,1817219,6344
08/28/2021,34,OR,0,4959522,6799,0,2683039,3875,Admin,0,6800,0,2436020,2594
08/28/2021,34,LTC,1429,7930002,1006,1025,4690149,742,Report,1429,1006,0,0,0
08/28/2021,34,TX,23823,30027665,74245,10311,16912623,33302,Admin,23823,74245,12491,14049674,33236
08/28/2021,34,VT,0,872430,414,0,482345,203,Admin,0,414,0,428400,148
08/28/2021,34,MP,19,66514,141,0,34833,50,Admin,19,141,19,32224,81
08/28/2021,34,PA,38872,15331833,30108,20160,8840831,16556,Report,38872,30108,17771,7022532,12658
08/28/2021,34,OK,15330,3793977,15575,7367,2129350,7631,Report,15330,15575,6504,1717876,6772
08/28/2021,34,PR,13625,4207477,10722,8947,2330444,6936,Report,13625,10722,4314,1999394,3702
08/28/2021,34,WY,234,473961,1015,137,264745,620,Report,234,1015,123,222035,384
08/28/2021,34,WI,0,6454213,9458,0,3429080,4711,Admin,0,9458,0,3157522,4138
08/28/2021,34,AR,0,2784921,7418,0,1601474,2843,Admin,0,7418,0,1244504,4166
08/28/2021,34,SD,2573,896428,1813,1364,493290,963,Report,2573,1813,966,433017,732
08/28/2021,34,DE,0,1148553,1574,0,637055,763,Admin,0,1574,0,548983,703
08/28/2021,34,US,1073386,367911870,889615,516816,203992008,434922,Report,1073386,889615,454340,173101292,384929
08/28/2021,34,KY,0,4534547,10311,0,2524083,5696,Admin,0,10312,0,2154347,4049
08/28/2021,34,NE,4,2059281,3177,1,1102639,1519,Admin,4,3178,3,999862,1501
08/28/2021,34,KS,0,2902155,5222,0,1617840,2483,Admin,0,5223,0,1352517,2476
08/28/2021,34,MD,3810,7579595,11739,1769,4089244,5482,Admin,3810,11739,1849,3695130,5178
08/28/2021,34,SC,0,4784703,11594,0,2661154,6114,Admin,0,11594,0,2226636,4546
08/27/2021,34,GA,1287,9639569,28817,398,5347674,15161,Report,1287,28817,1225,4343902,11542
08/27/2021,34,WV,1886,1510528,1277,913,839125,554,Report,1886,1277,636,709184,408
08/27/2021,34,ME,165,1734711,1960,59,953915,1148,Admin,165,1960,15,876444,725
08/27/2021,34,NE,2986,2059277,3607,1441,1102638,1700,Admin,2986,3607,1449,999859,1732
08/27/2021,34,AL,56159,4044688,22298,19521,2341789,10024,Report,56159,22298,25091,1838347,9660
08/27/2021,34,FL,176530,24562341,82513,72513,13756590,34744,Report,176530,82513,81554,11219987,36856
08/27/2021,34,MS,30540,2446039,11419,15317,1374552,6029,Report,30540,11419,12975,1121990,4683
08/27/2021,34,WA,11766,9469152,16052,6811,5150078,9321,Admin,11766,16052,4503,4573049,5796
08/27/2021,34,MA,13735,9423531,11814,6890,5164214,5758,Report,13735,11814,5841,4524536,5073
08/27/2021,34,NE,13813,2047172,5026,6349,1096714,2308,Report,13813,5026,6155,998122,2262
08/27/2021,34,AK,301,726856,916,198,398982,485,Admin,301,916,104,347041,308
08/27/2021,34,ND,1727,697162,1378,887,384859,764,Admin,1727,1378,708,333268,525
08/27/2021,34,HI,3100,1771016,2229,1433,1035606,1037,Report,3100,2229,1173,778036,811
08/27/2021,34,MT,2499,1016555,1962,1263,557174,1089,Report,2499,1962,1000,489605,724
08/27/2021,34,NH,1768,1682590,1575,1081,898985,1012,Admin,1768,1576,762,799497,639
08/27/2021,34,UT,141,3210702,9008,44,1812044,4999,Report,141,9008,100,1515053,3599
08/27/2021,34,VT,1244,870389,929,584,481347,458,Report,1244,929,507,422358,379
08/27/2021,34,NM,7622,2618917,6461,3820,1436903,3388,Report,7622,6461,2596,1249329,2618
08/27/2021,34,VA,8224,10199880,16010,3506,5550452,7738,Admin,8224,16011,3647,4868835,6978
08/27/2021,34,VI,387,94150,339,153,52364,122,Report,387,339,239,42053,220
08/27/2021,34,KY,9719,4534547,11610,5287,2524083,6394,Admin,9719,11610,4102,2154347,4590
08/27/2021,34,NJ,22651,10964327,19965,10612,6010218,9616,Admin,22651,19965,10128,5299965,8761
08/27/2021,34,CA,112704,47626074,98804,56050,27035511,49445,Report,112704,98804,48859,21902043,42290
08/27/2021,34,MI,18846,10131404,14533,8303,5364318,6445,Report,18846,14533,8387,5018900,6378
08/27/2021,34,MI,10405,10167391,11898,4366,5380459,5289,Admin,10405,11898,4834,4933867,5315
08/27/2021,34,ND,2142,692501,1345,1151,382386,759,Report,2142,1345,685,315711,490
08/27/2021,34,AR,8862,2784921,8296,3105,1601474,3197,Admin,8862,8296,5293,1244504,4670
08/27/2021,34,MS,484,2447362,5273,339,1375316,2648,Admin,484,5274,152,1118031,2280
08/27/2021,34,OK,14515,3778647,15452,7107,2121983,7635,Report,14515,15452,6071,1711372,6625
08/27/2021,34,MD,16299,7544533,13865,7697,4073318,6413,Report,16299,13865,6744,3694206,5901
08/27/2021,34,OR,10890,4937257,9014,6310,2670720,5144,Report,10890,9014,3883,2434912,3310
08/27/2021,34,ID,3908,1448014,3770,2191,780319,2208,Report,3908,3770,1431,695660,1489
08/27/2021,34,AR,13642,2759343,12014,6127,1591602,5196,Report,13642,12014,6623,1232385,6270
08/27/2021,34,RI,981,1389773,1843,498,749962,906,Admin,981,1844,420,681981,798
08/27/2021,34,AZ,9490,7545639,13418,5004,4187745,6644,Admin,9490,13418,3935,3527418,5877
08/27/2021,34,AK,1622,724964,1352,850,398022,684,Report,1622,1352,631,343905,504
08/27/2021,34,MP,233,66495,166,80,34833,60,Admin,233,167,157,32205,95
08/27/2021,34,MO,16405,5931217,13193,6562,3270423,5484,Admin,16405,13194,8779,2801945,6754
08/27/2021,34,MN,13550,6339392,10660,5384,3456974,4720,Report,13550,10660,6290,3132409,4746
08/27/2021,34,CT,4498,4808446,6979,2223,2615547,3655,Admin,4498,6980,1876,2347038,2984
08/27/2021,34,OK,11361,3810974,11457,5228,2137097,5538,Admin,11361,11457,4942,1750566,4946
08/27/2021,34,IN,15300,6369345,12782,8202,3371439,6653,Report,15300,12782,6093,3095707,5263
08/27/2021,34,NJ,26608,10922933,23258,12465,5990514,11181,Report,26608,23258,12762,5419697,10564
08/27/2021,34,CO,13440,6767648,12076,6133,3648451,5549,Report,13440,12076,5879,3256973,5388
08/27/2021,34,TX,93215,29826972,102115,42779,16826023,49703,Report,93215,102115,39884,13595695,42867
08/27/2021,34,TN,24714,6233805,21577,13226,3417075,11351,Report,24714,21577,8932,2823857,7802
