Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average
08/05/2021,31,IA,5378,3184329,4360,3862,1712296,3182,Admin,5378,4360,1853,1586010,1443
08/05/2021,31,MN,11677,6167630,8164,8577,3359701,5873,Admin,11677,8164,3896,3051345,2705
08/05/2021,31,AL,16123,3741795,13536,13015,2158707,11016,Admin,16123,13536,3545,1684267,2855
08/05/2021,31,IL,22834,14050356,20685,15430,7995877,13912,Admin,22834,20685,8415,6188695,7639
08/05/2021,31,IL,27505,13765464,28828,17664,7905458,17673,Report,27505,28828,10536,6194696,10142
08/05/2021,31,MT,1625,978918,1670,1132,533940,1193,Report,1625,1670,578,475619,550
08/05/2021,31,ID,2567,1383514,2046,1798,739238,1422,Report,2567,2046,888,671709,752
08/05/2021,31,WI,10552,6200069,7907,7341,3288353,5298,Report,10552,7907,3720,3028426,2986
08/05/2021,31,CT,7318,4651819,6016,5099,2527839,4135,Admin,7318,6017,2685,2280250,2239
08/04/2021,31,IL,23423,14027522,20449,15999,7980447,13780,Admin,23423,20450,8500,6180280,7548
08/04/2021,31,AR,11753,2547699,9713,8640,1482187,7286,Admin,11753,9714,3390,1130671,2656
08/04/2021,31,ND,787,665764,848,566,365416,595,Report,787,848,242,306479,274
08/04/2021,31,MO,14261,5518017,14788,8866,3068756,9671,Report,14261,14788,5763,2554854,5529
08/04/2021,31,CO,11379,6509188,10119,7307,3507970,5975,Report,11379,10119,4500,3148013,4129
08/04/2021,31,VA,17082,9809273,14973,11447,5333867,9909,Admin,17082,14974,6211,4710451,5612
08/04/2021,31,MP,214,62324,186,109,32934,101,Admin,214,187,111,29933,91
08/04/2021,31,TN,12960,5805067,13415,8901,3159076,9221,Report,12960,13415,3658,2684149,3814
08/04/2021,31,MT,1120,977293,1461,792,532808,1051,Report,1120,1461,399,475041,474
08/04/2021,31,NJ,18982,10519909,16577,12876,5767488,10870,Admin,18982,16577,7074,5115872,6424
08/04/2021,31,IA,5302,3178951,4218,3875,1708434,3066,Admin,5302,4219,1742,1584157,1417
08/04/2021,31,VT,567,859634,496,393,474876,351,Admin,567,496,234,423546,203
08/04/2021,31,ME,2073,1686332,1609,1486,923763,1087,Admin,2073,1610,751,858770,617
08/04/2021,31,OR,5111,4762995,5582,3254,2561764,3641,Report,5111,5582,2188,2369063,2275
08/04/2021,31,MD,12687,7250347,11186,7804,3914215,6643,Report,12687,11186,4776,3573644,4640
08/04/2021,31,LTC,1055,7906639,866,797,4672917,649,Report,1055,866,0,0,0
08/04/2021,31,RI,1487,1335521,1789,915,721171,1090,Report,1487,1789,532,653856,857
08/04/2021,31,SD,1701,863516,1300,1246,473255,956,Admin,1701,1300,547,417709,421
08/04/2021,31,HI,1951,1733670,1577,1451,1012188,1096,Admin,1951,1578,695,756999,609
08/04/2021,31,RP,0,26675,75,0,15346,59,Admin,0,75,0,13520,23
08/04/2021,31,PR,4976,4070747,4432,3058,2229411,2481,Admin,4976,4432,2072,1949081,2087
08/04/2021,31,NV,8280,3018042,7403,5633,1707953,5064,Admin,8280,7403,3328,1400367,2725
08/04/2021,31,TN,15470,5880055,13168,11566,3200407,9744,Admin,15470,13168,4282,2756944,3772
08/04/2021,31,PA,21906,14886878,17381,15569,8568462,11994,Admin,21906,17381,8115,6818408,6544
08/04/2021,31,MI,11908,9902852,10102,8141,5243118,6722,Admin,11908,10103,4405,4822863,3789
08/04/2021,31,WA,12142,9048440,13014,6767,4900479,7702,Report,12142,13014,5911,4409114,5906
08/04/2021,31,NV,6470,2994091,7489,4556,1692445,5047,Report,6470,7489,2244,1378022,2769
08/04/2021,31,CT,6060,4612302,6010,3939,2503729,3905,Report,6060,6010,2363,2264139,2454
08/04/2021,31,IL,20507,13737959,28912,13086,7887794,17574,Report,20507,28912,7806,6184160,10267
08/04/2021,31,MN,10346,6155953,7838,7641,3351124,5557,Admin,10346,7838,3316,3047449,2657
08/04/2021,31,AL,15898,3725672,13391,12921,2145692,10946,Admin,15898,13392,3423,1680722,2788
08/04/2021,31,US,750426,351883845,638436,537933,194756294,449838,Admin,750426,638436,243148,166725181,212511
08/04/2021,31,FM,235,56435,138,177,33771,102,Report,235,138,105,29544,66
08/04/2021,31,IA,4202,3157898,4205,3124,1694982,2897,Report,4202,4205,1480,1572078,1573
08/04/2021,31,GA,691,8942802,9375,411,4905156,6487,Report,691,9375,579,4106222,3032
08/04/2021,31,MA,8587,9177481,10686,5641,5025885,6004,Report,8587,10686,3454,4420802,4523
08/04/2021,31,AR,31149,2497552,12405,17764,1447390,8630,Report,31149,12405,14070,1118090,4087
08/04/2021,31,FL,72854,23105131,65045,55732,12951179,49447,Admin,72854,65045,19177,10775935,17491
08/04/2021,31,CA,83726,45467015,90681,54178,25812930,55236,Report,83726,90681,32773,21010034,38054
08/04/2021,31,GA,27105,9161204,23698,20318,5052591,17524,Admin,27105,23698,7351,4161886,6636
08/04/2021,31,MA,10727,9210949,9295,6979,5046724,6016,Admin,10727,9295,4256,4434866,3705
08/04/2021,31,WY,1070,453216,708,803,250834,528,Admin,1070,708,352,217574,250
08/04/2021,31,AZ,12475,7146081,12675,8676,3966245,8447,Report,12475,12675,3767,3309350,4278
08/04/2021,31,MH,78,37108,53,35,20543,20,Admin,78,53,52,17730,37
08/04/2021,31,HI,1597,1723982,1399,1111,1007198,912,Report,1597,1399,619,760225,615
08/04/2021,31,SD,1389,855676,1284,1051,468315,923,Report,1389,1284,407,416897,442
08/04/2021,31,NM,4630,2502898,4911,3228,1367403,2961,Report,4630,4911,1571,1205059,2035
08/04/2021,31,WV,618,1488957,507,445,827637,331,Report,618,507,325,700616,303
08/04/2021,31,LA,20847,3776766,15937,17124,2114594,13188,Admin,20847,15937,4342,1786508,3182
08/04/2021,31,SC,7898,4446983,9673,5773,2450069,6885,Report,7898,9673,2628,2102925,3150
08/04/2021,31,NH,1421,1599189,1600,1044,867604,1118,Report,1421,1600,477,794914,586
08/04/2021,31,RP,0,26674,93,0,15345,77,Report,0,93,1,13627,24
08/04/2021,31,AK,926,700531,892,637,383580,622,Report,926,892,387,334266,349
08/04/2021,31,MP,248,62095,186,130,32815,99,Report,248,186,127,29848,92
08/04/2021,31,NM,4925,2527498,3480,3560,1380264,2466,Admin,4925,3480,1554,1207853,1170
08/04/2021,31,UT,7883,3077156,6901,5401,1730245,4504,Admin,7883,6901,2690,1472049,2587
08/04/2021,31,NH,2312,1640819,2056,1397,871227,1207,Admin,2312,2057,733,782844,668
08/04/2021,31,OH,15008,11140551,16043,10435,5933100,9120,Report,15008,16043,5167,5458126,7008
08/04/2021,31,NE,3104,1954156,3360,2142,1044029,2269,Report,3104,3360,981,961636,1121
08/04/2021,31,RI,2105,1345287,1630,1300,726643,1034,Admin,2105,1630,859,663906,634
08/04/2021,31,DC,1260,920407,1018,843,507340,644,Admin,1260,1018,414,431274,368
08/04/2021,31,WI,10832,6235424,7810,7997,3304533,5462,Admin,10832,7810,3616,3068231,2742
08/04/2021,31,MT,1856,984579,1228,1382,537227,913,Admin,1856,1229,633,477995,415
08/04/2021,31,AS,395,52992,145,168,29209,63,Admin,395,145,170,24102,73
08/04/2021,31,KS,5798,2724194,5793,3987,1519794,4147,Report,5798,5793,2043,1324216,1892
08/04/2021,31,GU,398,203414,472,207,108644,241,Report,398,472,233,99024,274
08/04/2021,31,CT,7812,4644501,5902,5340,2522740,4015,Admin,7812,5902,2970,2277565,2237
08/04/2021,31,US,725329,348102478,677279,493441,192614017,445691,Report,725329,677279,253571,165334987,249563
08/04/2021,31,VA,14053,9738560,15972,8990,5292601,9929,Report,14053,15972,5157,4674811,6243
08/04/2021,31,MS,11469,2226741,8767,8781,1238986,6831,Admin,11469,8768,2727,1042571,1976
08/04/2021,31,MI,11298,9840190,10953,7063,5209847,6690,Report,11298,10953,4508,4895367,4684
08/04/2021,31,WA,14423,9117544,12044,9519,4936778,7748,Admin,14423,12045,5706,4443344,4920
08/04/2021,31,WV,801,1492013,500,592,829155,358,Admin,801,501,295,699502,198
08/04/2021,31,OK,11363,3547381,9461,8364,1987449,7033,Admin,11363,9461,3532,1647377,2737
08/04/2021,31,TX,77986,27700931,75017,56024,15560758,52223,Report,77986,75017,24286,12810625,25743
08/04/2021,31,LTC,1634,7911882,779,1286,4676756,586,Admin,1634,780,380,3205452,215
08/04/2021,31,NE,4316,1973332,3478,3149,1054697,2498,Admin,4316,3479,1378,963598,1116
08/04/2021,31,OR,6213,4792978,5377,4588,2579837,3650,Admin,6213,5378,2111,2372700,2143
08/04/2021,31,NJ,22240,10443839,18104,14634,5726878,11300,Report,22240,18104,9209,5213483,7774
08/04/2021,31,IN,9532,6108426,9930,6278,3224073,6317,Report,9532,9930,3309,2990310,3672
08/04/2021,31,KY,10848,4274796,8930,8212,2363974,6677,Admin,10848,8930,3229,2058341,2672
08/04/2021,31,PR,6042,3990725,4455,3203,2189548,2217,Report,6042,4455,3194,1920091,2473
08/04/2021,31,UT,24286,3029907,5192,15349,1701306,3287,Report,24286,5192,9432,1446522,2052
08/04/2021,31,MS,37845,2188235,8128,29745,1212096,6397,Report,37845,8128,8117,1035252,1822
08/04/2021,31,VI,463,85839,337,334,48099,247,Report,463,337,131,37870,95
08/04/2021,31,KS,6739,2756276,5639,4767,1538663,4031,Admin,6739,5639,2294,1289161,1858
08/04/2021,31,DC,792,905336,1124,461,500548,670,Report,792,1124,355,388214,478
08/04/2021,31,NC,23879,9871379,19999,17937,5529331,14854,Admin,23879,19999,6969,4682674,5818
08/04/2021,31,FL,57904,22806443,66133,42454,12762530,48082,Report,57904,66133,16064,10567995,18885
08/04/2021,31,CA,84652,45888996,74863,55871,26070118,49104,Admin,84652,74863,31327,21171084,28011
08/04/2021,31,SC,11754,4483071,10103,8975,2475866,7450,Admin,11754,10103,3247,2120542,3012
08/04/2021,31,AL,11490,3646234,12655,9432,2104017,10280,Report,11490,12655,2527,1696031,2711
08/04/2021,31,VI,424,87260,322,316,49078,237,Admin,424,322,122,39175,89
08/04/2021,31,IN,10815,6150343,9535,7315,3246487,6415,Admin,10815,9535,3893,3019011,3481
08/04/2021,31,AZ,13493,7230697,12426,9332,4010616,8653,Admin,13493,12426,4599,3397826,4102
08/04/2021,31,MH,359,36520,88,224,20181,51,Report,359,88,198,17505,49
08/04/2021,31,DE,1878,1105883,1631,1300,613526,1097,Admin,1878,1632,661,531577,591
08/04/2021,31,CO,9717,6556873,9367,6506,3533433,6144,Admin,9717,9367,3727,3179377,3696
08/04/2021,31,FM,365,59221,423,333,35984,328,Admin,365,424,225,31388,261
08/04/2021,31,NY,41428,23091118,38648,27373,12391008,24244,Report,41428,38648,15189,11165792,15655
08/04/2021,31,ID,1878,1380947,1990,1314,737440,1385,Report,1878,1990,673,670821,744
08/04/2021,31,ID,2496,1394772,2005,1818,746228,1478,Admin,2496,2005,842,673554,684
08/04/2021,31,MD,11772,7303729,10355,7774,3941418,6666,Admin,11772,10355,4421,3579710,3957
08/04/2021,31,MO,15765,5596400,13668,9654,3111789,8785,Admin,15765,13669,6601,2637031,5260
08/04/2021,31,NY,47389,23272438,37651,32914,12490579,25015,Admin,47389,37651,16865,11276806,14391
08/04/2021,31,PA,27630,14662319,25687,16568,8440605,14820,Report,27630,25687,11836,6743072,11899
08/04/2021,31,OK,9421,3494346,9164,7040,1954517,6774,Report,9421,9164,2694,1602871,2636
08/04/2021,31,AS,345,52559,127,160,29009,57,Report,345,127,183,24042,69
08/04/2021,31,WY,117,447749,387,98,247206,284,Report,117,387,88,212447,165
08/04/2021,31,OH,15812,11219630,13517,11334,5974002,9464,Admin,15812,13517,5611,5554011,4869
08/04/2021,31,VT,352,875208,617,253,483807,384,Report,352,617,166,422436,277
08/04/2021,31,TX,83249,28016268,72281,63263,15754990,52711,Admin,83249,72282,22956,13290777,22192
08/04/2021,31,KY,11862,4234268,9803,8667,2337312,6609,Report,11862,9803,3466,2049739,3559
08/04/2021,31,LA,21870,3698745,15231,17756,2058619,12520,Report,21870,15231,4588,1727145,3098
08/04/2021,31,ME,1346,1677415,2444,891,918624,1157,Report,1346,2444,531,860804,1359
08/04/2021,31,DE,1295,1096340,1786,822,608615,1102,Report,1295,1786,461,515850,716
08/04/2021,31,GU,248,205321,298,131,109469,155,Admin,248,299,168,99849,179
08/04/2021,31,NC,18112,9794429,19350,13126,5478838,13834,Report,18112,19350,5618,4611928,6038
08/04/2021,31,ND,1122,668922,810,823,367436,592,Admin,1122,810,334,323176,243
08/04/2021,31,MN,7996,6110306,8419,5213,3323204,5447,Report,7996,8419,2857,3043718,3244
08/04/2021,31,AK,956,705002,856,680,386270,610,Admin,956,856,337,338828,320
08/04/2021,31,WI,7058,6189517,7679,4874,3281012,5086,Report,7058,7679,2462,3024706,2950
08/03/2021,31,NC,22542,9847500,19484,16868,5511394,14346,Admin,22542,19484,6492,4675705,5759
08/03/2021,31,NV,5402,2987621,7417,3682,1687889,5013,Report,5402,7417,1914,1375778,2723
08/03/2021,31,WY,16,447632,693,9,247108,490,Report,16,693,25,212359,272
08/03/2021,31,NC,10707,9776317,19358,7950,5465712,13688,Report,10707,19358,2811,4606310,6151
08/03/2021,31,NM,586,2498268,4641,381,1364175,2751,Report,586,4641,291,1203488,1970
08/03/2021,31,OK,10716,3536018,9295,7961,1979085,6911,Admin,10716,9296,3197,1643845,2673
08/03/2021,31,WI,9746,6224592,7570,6974,3296536,5206,Admin,9746,7571,3273,3064615,2740
08/03/2021,31,ME,9120,1676069,2468,2898,917733,1175,Report,9120,2468,6255,860273,1375
08/03/2021,31,ND,167,664977,889,121,364850,619,Report,167,889,60,306237,286
08/03/2021,31,VA,16705,9792191,14788,11162,5322420,9689,Admin,16705,14789,6186,4704240,5638
08/03/2021,31,DE,2015,1104005,1656,1355,612226,1092,Admin,2015,1656,717,530916,616
08/03/2021,31,CO,7510,6497809,9793,4453,3500663,5695,Report,7510,9793,2736,3143513,4053
08/03/2021,31,MN,2739,6102310,8096,1878,3317991,5244,Report,2739,8096,971,3040861,3138
08/03/2021,31,MI,14449,9828892,10741,9306,5202784,6549,Report,14449,10741,5430,4890859,4600
08/03/2021,31,SC,7911,4439085,9464,5766,2444296,6746,Report,7911,9464,2366,2100297,3071
08/03/2021,31,ID,2472,1392276,1928,1830,744410,1418,Admin,2472,1929,842,672712,673
08/03/2021,31,AZ,13062,7217204,12454,9252,4001284,8644,Admin,13062,12454,4169,3393227,4138
08/03/2021,31,US,738957,351133419,630147,526304,194218361,441122,Admin,738957,630147,242705,166482033,212769
08/03/2021,31,CA,42594,45383289,88812,27717,25758752,54660,Report,42594,88812,15512,20977261,36716
08/03/2021,31,VA,269,9724507,15638,177,5283611,9725,Report,269,15638,261,4669654,6123
08/03/2021,31,MH,40,37030,51,23,20508,18,Admin,40,51,20,17678,36
08/03/2021,31,IA,12372,3153696,4062,8311,1691858,2793,Report,12372,4062,4585,1570598,1530
08/03/2021,31,NY,26139,23049690,39106,16633,12363635,23637,Report,26139,39106,10059,11150603,16683
08/03/2021,31,TX,80341,27933019,71630,59157,15691727,51661,Admin,80341,71631,23970,13267821,22725
08/03/2021,31,OR,6256,4786765,5396,4396,2575249,3624,Admin,6256,5396,2397,2370589,2184
08/03/2021,31,ID,964,1379069,1984,686,736126,1375,Report,964,1984,343,670148,752
08/03/2021,31,IN,5193,6098894,9783,3368,3217795,6239,Report,5193,9783,1815,2987001,3603
08/03/2021,31,WA,7005,9036298,12640,4143,4893712,7530,Report,7005,12640,3120,4403203,5730
08/03/2021,31,TN,14459,5864585,12859,10768,3188841,9478,Admin,14459,12859,4172,2752662,3714
08/03/2021,31,US,452804,347377149,681373,301991,192120576,446300,Report,452804,681373,161750,165081416,252706
08/03/2021,31,GA,26320,9134099,23518,19920,5032273,17289,Admin,26320,23518,7072,4154535,6681
08/03/2021,31,MN,10129,6145607,7604,7380,3343483,5289,Admin,10129,7605,3219,3044133,2677
08/03/2021,31,IL,23125,14004099,20350,15759,7964448,13691,Admin,23125,20351,8478,6171780,7542
08/03/2021,31,NE,4000,1969016,3378,2885,1051548,2415,Admin,4000,3378,1240,962220,1092
08/03/2021,31,AR,3636,2466403,9372,2670,1429626,7260,Report,3636,9372,963,1104020,2390
08/03/2021,31,CA,89768,45804344,74889,59246,26014247,48897,Admin,89768,74889,33594,21139757,28298
08/03/2021,31,FL,71498,23032277,63968,54690,12895447,48502,Admin,71498,63968,18862,10756758,17401
08/03/2021,31,WV,584,1491212,494,441,828563,340,Admin,584,494,227,699207,209
08/03/2021,31,MT,1609,982723,1192,1216,535845,889,Admin,1609,1192,557,477362,398
08/03/2021,31,CT,293,4606242,5906,238,2499790,3890,Report,293,5906,233,2261776,2388
08/03/2021,31,WA,15581,9103121,11849,10321,4927259,7554,Admin,15581,11849,6158,4437638,4901
08/03/2021,31,ND,1173,667800,835,843,366613,604,Admin,1173,835,369,322842,254
08/03/2021,31,MA,10506,9200222,9231,6850,5039745,5935,Admin,10506,9231,4182,4430610,3722
08/03/2021,31,NJ,19324,10500927,16417,12988,5754612,10651,Admin,19324,16417,7271,5108798,6476
08/03/2021,31,MP,236,62110,185,122,32825,98,Admin,236,186,123,29822,92
08/03/2021,31,MS,10949,2215272,8407,8384,1230205,6604,Admin,10949,8407,2561,1039844,1861
08/03/2021,31,NE,1850,1951052,3267,1322,1041887,2199,Report,1850,3267,590,960655,1092
08/03/2021,31,FM,219,56200,105,161,33594,77,Report,219,105,83,29439,51
08/03/2021,31,PA,21410,14864972,17204,15086,8552893,11736,Admin,21410,17204,7813,6810293,6543
08/03/2021,31,MI,11691,9890944,9943,7934,5234977,6551,Admin,11691,9943,4313,4818458,3782
08/03/2021,31,AK,921,704046,862,688,385590,616,Admin,921,862,334,338491,326
08/03/2021,31,MD,10110,7237660,11321,6321,3906411,6563,Report,10110,11321,3637,3568868,4827
08/03/2021,31,RP,0,26675,93,0,15346,77,Admin,0,93,0,13520,23
08/03/2021,31,IA,5053,3173649,4120,3728,1704559,2968,Admin,5053,4120,1630,1582415,1415
08/03/2021,31,AL,30793,3634744,14341,25047,2094585,11717,Report,30793,14341,6060,1693504,3011
08/03/2021,31,TX,65045,27622945,72819,38480,15504734,50483,Report,65045,72819,28802,12786339,25327
08/03/2021,31,HI,1244,1722385,1509,906,1006087,991,Report,1244,1509,435,759606,662
08/03/2021,31,KY,5099,4222406,9041,3637,2328645,6051,Report,5099,9041,1508,2046273,3356
08/03/2021,31,MA,6197,9168894,10536,3900,5020244,5925,Report,6197,10536,2619,4417348,4446
08/03/2021,31,VI,504,85376,331,388,47765,243,Report,504,331,113,37739,94
08/03/2021,31,MO,15020,5580635,13655,9611,3102135,8936,Admin,15020,13656,5944,2630430,5094
08/03/2021,31,WY,788,452146,676,596,250031,500,Admin,788,676,281,217222,242
08/03/2021,31,GU,121,205073,322,42,109338,169,Admin,121,322,84,99681,188
08/03/2021,31,MO,7420,5503756,14559,4541,3059890,9747,Report,7420,14559,3022,2549091,5241
08/03/2021,31,AL,15615,3709774,13132,12862,2132771,10760,Admin,15615,13132,3321,1677299,2720
08/03/2021,31,CT,7406,4636689,5812,5134,2517400,3925,Admin,7406,5812,2687,2274595,2224
08/03/2021,31,SC,11614,4471317,9814,9017,2466891,7174,Admin,11614,9815,3218,2117295,2992
08/03/2021,31,DC,479,904544,1089,309,500087,654,Report,479,1089,206,387859,466
08/03/2021,31,LTC,1110,7910248,791,823,4675470,586,Admin,1110,791,316,3205072,233
08/03/2021,31,FM,628,58856,417,484,35651,321,Admin,628,418,387,31163,269
08/03/2021,31,CO,10388,6547156,9350,7074,3526927,6042,Admin,10388,9350,3886,3175650,3769
08/03/2021,31,NM,4268,2522573,3377,3129,1376704,2358,Admin,4268,3378,1363,1206299,1178
08/03/2021,31,KY,10494,4263948,8776,7912,2355762,6523,Admin,10494,8777,3081,2055112,2660
08/03/2021,31,NY,44766,23225049,36454,29814,12457665,23835,Admin,44766,36455,17073,11259941,14300
08/03/2021,31,MS,118,2150390,6094,117,1182351,4799,Report,118,6094,45,1027135,1411
08/03/2021,31,MH,0,36161,45,0,19957,23,Report,0,45,0,17307,25
08/03/2021,31,IN,11071,6139528,9518,7536,3239172,6356,Admin,11071,9519,3978,3015118,3527
08/03/2021,31,OR,2865,4757884,5573,1896,2558510,3621,Report,2865,5573,1114,2366875,2288
08/03/2021,31,LTC,699,7905584,823,574,4672120,603,Report,699,823,0,0,0
08/03/2021,31,RP,0,26674,118,0,15345,102,Report,0,118,0,13626,23
08/03/2021,31,OK,20891,3484925,8889,15454,1947477,6594,Report,20891,8889,5810,1600177,2528
08/03/2021,31,MT,1325,976173,1314,992,532016,947,Report,1325,1314,366,474642,423
08/03/2021,31,GA,1,8942111,27481,1,4904745,18111,Report,1,27481,177,4105643,9499
08/03/2021,31,UT,8168,3069273,6792,5369,1724844,4390,Admin,8168,6792,3062,1469359,2593
08/03/2021,31,HI,1718,1731719,1520,1306,1010737,1038,Admin,1718,1520,581,756304,601
08/03/2021,31,AS,0,52214,138,0,28849,73,Report,0,138,0,23859,64
08/03/2021,31,KS,3078,2718396,5579,2157,1515807,4038,Report,3078,5579,954,1322173,1783
08/03/2021,31,KS,6055,2749537,5602,4270,1533896,4026,Admin,6055,5602,2085,1286867,1836
08/03/2021,31,FL,57803,22748539,65046,42180,12720076,47395,Report,57803,65046,16857,10551931,18504
08/03/2021,31,SD,1761,861815,1295,1300,472009,948,Admin,1761,1296,582,417162,425
08/03/2021,31,WI,3511,6182459,7470,2347,3276138,4939,Report,3511,7470,1294,3022244,2883
08/03/2021,31,WV,449,1488339,486,288,827192,309,Report,449,486,255,700291,298
08/03/2021,31,GU,2,203016,423,1,108437,216,Report,2,423,1,98791,244
08/03/2021,31,TN,8418,5792107,13162,6054,3150175,9069,Report,8418,13162,2349,2680491,3713
08/03/2021,31,PA,3049,14634689,26530,2055,8424037,15401,Report,3049,26530,1324,6731236,12269
08/03/2021,31,MP,422,61847,178,223,32685,97,Report,422,178,212,29721,86
08/03/2021,31,VT,452,874856,600,316,483554,371,Report,452,600,178,422270,274
08/03/2021,31,NH,2336,1638507,2022,1376,869830,1183,Admin,2336,2023,748,782111,660
08/03/2021,31,AS,32,52597,129,28,29041,60,Admin,32,130,4,23932,68
08/03/2021,31,NV,8727,3009762,7339,5945,1702320,5021,Admin,8727,7340,3207,1397039,2663
08/03/2021,31,AZ,20183,7133606,12451,13630,3957569,8259,Report,20183,12451,6583,3305583,4240
08/03/2021,31,LA,19966,3755919,15549,16692,2097470,12877,Admin,19966,15549,3899,1782166,3104
08/03/2021,31,DC,1175,919147,992,743,506497,614,Admin,1175,992,447,430860,372
08/03/2021,31,UT,11,3005621,4773,3,1685957,2976,Report,11,4773,40,1437090,1940
08/03/2021,31,DE,1130,1095045,1782,720,607793,1098,Report,1130,1782,443,515389,721
08/03/2021,31,OH,15767,11203818,13304,11279,5962668,9237,Admin,15767,13304,5589,5548400,4874
08/03/2021,31,OH,8944,11125543,15775,5770,5922665,8939,Report,8944,15775,3302,5452959,6856
08/03/2021,31,IL,13802,13717452,28033,8812,7874708,17137,Report,13802,28033,5542,6176354,9818
08/03/2021,31,AR,11205,2535946,9529,8226,1473547,7212,Admin,11205,9530,3307,1127281,2560
08/03/2021,31,VI,488,86836,325,361,48762,237,Admin,488,325,132,39053,89
08/03/2021,31,ME,1840,1684259,1573,1257,922277,1049,Admin,1840,1573,681,858019,613
08/03/2021,31,SD,2494,854287,1259,1788,467264,908,Report,2494,1259,804,416490,437
08/03/2021,31,NJ,13600,10421599,20204,8891,5712244,10911,Report,13600,20204,5313,5204274,10088
08/03/2021,31,VT,555,859067,486,396,474483,341,Admin,555,486,240,423312,202
08/03/2021,31,NH,1029,1597768,1999,724,866560,1342,Report,1029,1999,353,794437,767
08/03/2021,31,RI,1041,1334034,1774,631,720256,1084,Report,1041,1774,453,653324,860
08/03/2021,31,PR,0,3984683,4139,0,2186345,2062,Report,0,4139,15,1916897,2293
08/03/2021,31,MD,11459,7291957,10312,7482,3933644,6601,Admin,11459,10312,4361,3575289,3965
08/03/2021,31,RI,1830,1343182,1640,1224,725343,1055,Admin,1830,1641,655,663047,625
08/03/2021,31,LA,22,3676875,13900,9,2040863,11484,Report,22,13900,49,1722557,2777
08/03/2021,31,AK,1996,699605,850,1437,382943,596,Report,1996,850,704,333879,330
08/03/2021,31,PR,6921,4065771,4483,4370,2226353,2407,Admin,6921,4484,2715,1947009,2214
08/02/2021,31,GU,144,204952,366,67,109296,195,Admin,144,367,96,99597,210
08/02/2021,31,TX,80636,27852678,70778,59020,15632570,50916,Admin,80636,70778,24219,13243851,22944
08/02/2021,31,SC,11552,4459703,9549,8204,2457874,6884,Admin,11552,9550,3514,2114077,2979
08/02/2021,31,WV,34,1487890,476,27,826904,300,Report,34,476,73,700036,296
08/02/2021,31,MS,5,2150272,6077,4,1182234,4782,Report,5,6077,40,1027090,1408
08/02/2021,31,CT,6113,4605949,6384,4085,2499552,4185,Report,6113,6384,2371,2261543,2575
08/02/2021,31,NY,40246,23180283,35707,27337,12427851,23078,Admin,40246,35707,14664,11242868,14238
08/02/2021,31,GA,25129,9107779,23228,18723,5012353,16941,Admin,25129,23228,6900,4147463,6716
08/02/2021,31,NJ,17132,10481603,16191,11628,5741624,10374,Admin,17132,16192,6262,5101527,6510
08/02/2021,31,OK,1524,3464034,8372,1000,1932023,6215,Report,1524,8372,559,1594367,2376
08/02/2021,31,AR,10425,2524741,9458,7831,1465321,7254,Admin,10425,9458,2882,1123974,2467
08/02/2021,31,NM,3852,2518305,3356,2834,1373575,2330,Admin,3852,3357,1200,1204936,1200
08/02/2021,31,NJ,11792,10407999,20102,7250,5703353,10906,Report,11792,20102,4859,5198961,9989
08/02/2021,31,KS,5449,2715318,5535,3972,1513650,4012,Report,5449,5535,1615,1321219,1768
08/02/2021,31,VT,540,858512,491,387,474087,341,Admin,540,491,190,423072,204
08/02/2021,31,ME,221,1666949,1704,151,914835,1103,Report,221,1704,106,854018,693
08/02/2021,31,DE,1616,1093915,1958,1096,607073,1196,Report,1616,1958,548,514946,793
08/02/2021,31,UT,13,3005610,6653,9,1685954,4039,Report,13,6653,23,1437050,2767
08/02/2021,31,FM,477,58228,357,377,35167,275,Admin,477,358,327,30776,235
08/02/2021,31,VI,455,86348,329,334,48401,242,Admin,455,330,123,38921,89
08/02/2021,31,ID,2375,1389804,1862,1728,742580,1365,Admin,2375,1863,825,671870,659
08/02/2021,31,OH,14723,11188051,13017,10330,5951389,8958,Admin,14723,13018,5294,5542811,4828
08/02/2021,31,NH,3301,1596739,1953,2125,865836,1310,Report,3301,1953,1314,794084,747
08/02/2021,31,FL,70786,22960779,63013,54360,12840757,47646,Admin,70786,63013,18805,10737896,17330
08/02/2021,31,NE,3834,1965016,3297,2728,1048663,2345,Admin,3834,3297,1228,960980,1081
08/02/2021,31,LTC,369,7909138,824,258,4674647,616,Admin,369,825,119,3204756,243
08/02/2021,31,MO,14979,5565615,13740,9505,3092524,9152,Admin,14979,13740,5921,2624486,4954
08/02/2021,31,MD,8456,7227550,11085,5117,3900090,6432,Report,8456,11085,3442,3565231,4730
08/02/2021,31,TX,60245,27557900,70182,42100,15466254,49782,Report,60245,70182,20443,12757537,23376
08/02/2021,31,CA,66248,45340695,88024,42060,25731035,54126,Report,66248,88024,25432,20961749,36459
08/02/2021,31,MA,10364,9189716,9179,6836,5032895,5873,Admin,10364,9179,3968,4426428,3736
08/02/2021,31,WI,8779,6214846,7345,6275,3289562,5015,Admin,8779,7345,2869,3061342,2703
